13	6.5	12.5	18.5
14	9.9	14.3	18.7
15	11.6	18	24.4
16	13.7	20.5	27.3
17	18.2	23.8	29.4
18	21.3	27.7	34.1
19	23	30	37
20	27,5	33,5	39.5
21	28.0	35.8	42.8
22	32.7	38.7	44.7
23	32.9	40.5	48.1
24	34.6	42.6	50.6
25	39.5	45.5	51.5
26	40.6	47.6	54.6
27	42.9	48.9	54.9
28	44.6	51.0	57.4
29	48.0	53.0	58.0
30	48.1	54.1	60.1
31	48.4	55.2	62.0
32	51.3	57.3	63.3
33	52.8	59.4	66.0
34	53.6	51.0	68.4
35	55.5	62.5	69.5
36	58.5	64.5	70.5
37	59.8	65.0	70.2
38	60.3	66.3	72.3
39	61.2	68.0	74.8
40	62.4	70.4	78.4
